OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
228,70,123,3,22.52,5.0
229,71,122,2,556.0,0.0
230,71,121,1,878.7,10.0
231,71,120,1,832.64,5.0
232,71,119,3,951.27,0.0
233,71,118,1,917.35,10.0
234,72,117,2,1061.3,0.0
235,73,116,3,459.33,0.0
236,74,115,2,619.44,0.0
237,74,114,2,402.62,0.0
238,74,113,4,344.19,0.0
239,74,112,4,514.02,10.0
240,74,111,3,68.25,0.0
241,75,110,1,113.8,0.0
242,76,109,3,55.68,0.0
243,76,108,3,73.32,10.0
244,76,107,2,309.0,0.0
245,76,106,3,103.98,0.0
246,76,105,1,150.27,5.0
247,77,104,2,906.47,5.0
248,77,103,3,278.21,15.0
249,77,102,3,453.67,0.0
250,77,101,2,897.92,0.0
251,77,100,4,641.38,0.0
252,78,99,3,299.56,10.0
253,79,98,2,886.82,5.0
254,79,97,2,393.5,0.0
255,79,96,1,363.3,0.0
256,80,95,4,915.75,15.0
257,80,94,4,689.8,10.0
258,80,93,1,80.9,10.0
259,80,92,4,660.58,10.0
260,80,91,1,466.96,5.0
261,81,90,2,639.46,5.0
262,81,89,3,809.55,10.0
263,81,88,1,1060.19,0.0
264,82,87,1,647.56,10.0
265,83,86,3,116.97,5.0
266,83,85,3,495.22,0.0
267,83,84,1,59.64,10.0
268,84,83,4,867.82,0.0
269,84,82,4,181.01,0.0
270,84,81,2,132.95,15.0
271,84,80,3,275.0,15.0
272,84,79,4,481.49,0.0
273,85,78,1,90.47,0.0
274,85,77,1,892.23,10.0
275,85,76,2,406.37,0.0
276,85,75,2,221.22,0.0
277,85,74,4,278.75,0.0
278,86,73,1,552.8,0.0
279,87,72,3,389.61,10.0
280,87,71,2,586.0,10.0
281,87,70,3,638.02,10.0
282,87,69,3,120.81,15.0
283,88,68,1,587.46,5.0
284,88,67,2,360.64,0.0
285,88,66,2,700.04,5.0
286,88,65,4,572.66,0.0
287,88,64,3,343.0,0.0
288,89,63,4,251.84,0.0
289,90,62,4,109.51,0.0
290,90,61,4,384.59,0.0
291,90,60,1,977.76,0.0
292,90,59,4,151.81,15.0
293,91,58,3,560.18,5.0
294,91,57,3,172.61,0.0
295,91,56,4,357.96,5.0
296,92,55,3,76.8,0.0
297,93,54,4,38.42,5.0
298,94,53,2,157.68,0.0
299,94,52,2,397.07,10.0
300,94,51,2,386.44,10.0
301,95,50,4,285.18,5.0
302,95,49,2,190.23,10.0
303,96,48,4,158.88,0.0
304,96,47,2,801.63,15.0
305,96,46,4,69.12,15.0
306,97,45,3,100.85,10.0
307,97,44,3,682.35,15.0
308,97,43,3,692.86,0.0
309,97,42,2,830.77,10.0
310,97,41,4,911.57,5.0
311,98,40,2,208.98,0.0
312,98,39,4,214.42,0.0
313,99,38,4,219.55,0.0
314,99,37,3,293.87,0.0
315,99,36,2,976.64,0.0
316,99,35,4,34.3,0.0
317,100,34,4,642.35,0.0
318,101,33,4,904.92,0.0
319,101,32,1,535.86,15.0
320,101,31,3,622.5,15.0
321,102,30,1,484.66,5.0
322,102,29,1,165.09,0.0
323,102,28,2,172.41,5.0
324,102,27,4,738.22,0.0
325,102,26,1,947.85,0.0
326,103,25,3,84.51,0.0
327,103,24,2,894.83,0.0
328,104,23,3,560.36,0.0
329,104,22,4,1002.21,0.0
330,104,21,3,105.16,5.0
331,104,20,1,787.84,0.0
332,105,19,1,620.97,5.0
333,106,18,1,666.34,5.0
334,106,17,1,541.8,0.0
335,106,16,4,240.93,15.0
336,106,15,4,482.46,0.0
337,107,14,2,49.05,15.0
338,107,13,4,644.25,5.0
339,107,12,1,343.92,0.0
340,107,11,4,712.22,15.0
341,108,10,4,223.15,5.0
342,108,9,2,793.71,0.0
343,108,8,3,999.0,5.0
344,108,7,1,860.34,0.0
345,108,6,2,335.15,5.0
346,109,5,1,837.06,15.0
347,109,4,1,178.89,5.0
348,110,3,2,490.21,0.0
349,111,2,4,886.2,15.0
350,111,1,4,932.49,0.0
351,112,63,2,251.84,0.0
352,113,143,1,115.64,10.0
353,113,3,2,490.21,10.0
354,113,119,3,951.27,10.0
355,114,37,3,293.87,0.0
356,114,184,2,625.92,5.0
357,114,22,1,1002.21,0.0
358,114,23,1,560.36,5.0
359,115,165,4,285.43,15.0
360,115,109,2,55.68,0.0
361,115,11,1,712.22,15.0
362,115,5,1,837.06,0.0
363,115,184,3,625.92,0.0
364,116,42,1,830.77,15.0
365,116,7,1,860.34,15.0
366,116,8,2,999.0,0.0
367,116,19,1,620.97,0.0
368,117,25,4,84.51,5.0
369,117,14,2,49.05,15.0
370,117,26,1,947.85,10.0
371,117,77,3,892.23,0.0
372,117,7,2,860.34,0.0
373,118,54,3,38.42,5.0
374,118,77,3,892.23,15.0
375,119,23,3,560.36,15.0
376,119,56,1,357.96,0.0
377,119,59,2,151.81,15.0
378,119,30,2,484.66,0.0
379,119,29,4,165.09,0.0
380,120,15,1,482.46,10.0
381,120,24,3,894.83,15.0
382,120,66,2,700.04,10.0
383,120,2,2,886.2,15.0
384,121,145,3,242.86,5.0
385,121,109,2,55.68,10.0
386,121,127,3,163.64,5.0
387,121,33,3,904.92,0.0
388,121,130,1,309.51,15.0
389,122,39,3,214.42,10.0
390,122,18,1,666.34,10.0
391,123,245,3,734.99,10.0
392,123,18,1,666.34,0.0
393,124,93,1,80.9,0.0
394,124,65,4,572.66,10.0
395,124,41,3,911.57,0.0
396,125,158,2,82.75,10.0
397,125,15,3,482.46,0.0
398,125,13,3,644.25,10.0
399,125,18,1,666.34,0.0
400,126,239,4,144.66,15.0
401,126,28,4,172.41,0.0
402,127,27,2,738.22,10.0
403,127,17,3,541.8,0.0
404,127,23,3,560.36,10.0
405,127,138,2,599.55,10.0
406,128,9,4,793.71,5.0
407,128,139,4,717.02,0.0
408,128,147,1,568.89,0.0
409,128,26,3,947.85,0.0
410,129,4,1,178.89,0.0
411,129,57,4,172.61,10.0
412,130,316,1,450.41,15.0
413,130,13,4,644.25,10.0
414,130,5,2,837.06,0.0
415,131,26,3,947.85,10.0
416,131,322,2,584.54,15.0
417,131,28,1,172.41,0.0
418,131,33,4,904.92,10.0
419,132,277,4,500.4,0.0
420,133,19,4,620.97,10.0
421,133,23,3,560.36,0.0
422,133,11,3,712.22,0.0
423,134,124,4,1207.81,10.0
424,134,29,1,165.09,0.0
425,134,92,1,660.58,15.0
426,134,15,4,482.46,5.0
427,135,6,1,335.15,5.0
428,135,287,1,799.66,10.0
429,135,5,1,837.06,0.0
430,136,12,2,343.92,0.0
431,136,101,2,897.92,5.0
432,136,26,4,947.85,10.0
433,136,11,1,712.22,0.0
434,136,5,4,837.06,5.0
435,137,3,4,490.21,10.0
436,138,98,1,886.82,10.0
437,138,26,1,947.85,10.0
438,138,133,4,932.05,0.0
439,139,119,2,951.27,10.0
440,139,342,2,906.32,10.0
441,139,39,2,214.42,5.0
442,139,138,2,599.55,0.0
443,140,100,3,641.38,15.0
444,140,74,2,278.75,0.0
445,140,33,1,904.92,0.0
446,140,16,3,240.93,0.0
447,140,10,1,223.15,15.0
448,141,99,4,299.56,0.0
449,142,20,4,787.84,15.0
450,142,74,3,278.75,0.0
451,142,57,4,172.61,0.0
452,142,7,1,860.34,5.0
453,142,143,4,115.64,10.0
454,143,144,4,1039.72,0.0
455,143,11,4,712.22,10.0
456,143,18,1,666.34,0.0
457,143,142,3,748.35,0.0
458,143,80,2,275.0,0.0
459,144,261,3,410.35,5.0
460,144,133,1,932.05,15.0
461,144,104,2,906.47,5.0
462,144,24,4,894.83,15.0
463,144,52,2,397.07,10.0
464,145,80,2,275.0,0.0
465,145,60,3,977.76,0.0
466,145,22,1,1002.21,0.0
467,145,42,4,830.77,5.0
468,146,24,1,894.83,15.0
469,146,38,1,219.55,0.0
470,146,17,2,541.8,0.0
471,146,40,1,208.98,15.0
472,146,4,4,178.89,0.0
473,147,22,3,1002.21,0.0
474,147,81,1,132.95,0.0
475,147,200,3,1008.9,5.0
476,147,4,3,178.89,10.0
477,148,76,4,406.37,0.0
478,148,54,1,38.42,10.0
479,149,148,4,811.61,0.0
480,149,14,4,49.05,15.0
481,149,53,3,157.68,10.0
482,149,82,3,181.01,0.0
483,149,29,4,165.09,5.0
484,150,13,3,644.25,15.0
485,150,26,2,947.85,10.0
486,150,133,2,932.05,0.0
487,150,23,1,560.36,15.0
488,151,135,4,634.19,5.0
489,151,15,4,482.46,10.0
490,152,113,4,344.19,5.0
491,152,128,1,584.56,0.0
492,153,9,4,793.71,10.0
493,154,21,2,105.16,0.0
494,154,3,2,490.21,0.0
495,155,197,4,679.88,10.0
496,155,133,3,932.05,0.0
497,155,145,1,242.86,0.0
498,155,17,2,541.8,0.0
499,155,16,3,240.93,10.0
500,156,37,3,293.87,15.0
501,156,20,2,787.84,15.0
502,156,30,3,484.66,5.0
503,156,176,3,922.63,0.0
504,157,18,1,666.34,5.0
505,157,23,1,560.36,0.0
506,157,175,2,597.89,15.0
507,158,19,1,620.97,10.0
508,158,5,3,837.06,15.0
509,159,5,3,837.06,0.0
510,159,87,4,647.56,0.0
511,159,112,1,514.02,5.0
512,159,114,2,402.62,15.0
513,159,23,2,560.36,15.0
514,160,306,1,109.83,15.0
515,160,7,2,860.34,15.0
516,161,61,3,384.59,0.0
517,162,45,3,100.85,0.0
518,162,1,4,932.49,10.0
519,162,133,4,932.05,0.0
520,163,8,1,999.0,0.0
521,163,20,1,787.84,10.0
522,163,103,2,278.21,5.0
523,163,88,1,1060.19,0.0
524,163,82,1,181.01,10.0
525,164,8,1,999.0,15.0
526,164,6,3,335.15,0.0
527,164,12,1,343.92,5.0
528,164,213,4,268.35,10.0
529,165,100,1,641.38,0.0
530,165,24,2,894.83,10.0
531,165,10,2,223.15,10.0
532,165,26,4,947.85,0.0
533,166,150,4,461.16,10.0
534,166,19,3,620.97,0.0
535,166,15,1,482.46,5.0
536,166,1,1,932.49,10.0
537,166,27,2,738.22,0.0
538,167,21,3,105.16,10.0
539,167,127,2,163.64,10.0
540,167,7,1,860.34,15.0
541,167,58,1,560.18,0.0
542,168,28,2,172.41,0.0
543,168,27,4,738.22,15.0
544,168,11,3,712.22,0.0
545,168,63,2,251.84,5.0
546,169,118,3,917.35,0.0
547,169,133,4,932.05,0.0
548,170,84,3,59.64,0.0
549,170,68,3,587.46,0.0
550,170,106,4,103.98,5.0
551,171,4,1,178.89,0.0
552,171,117,4,1061.3,0.0
553,171,40,2,208.98,5.0
554,172,53,4,157.68,0.0
555,172,20,4,787.84,0.0
556,173,10,2,223.15,0.0
557,173,2,1,886.2,15.0
558,173,332,4,536.89,5.0
559,173,3,2,490.21,0.0
560,173,24,2,894.83,0.0
561,174,7,1,860.34,10.0
562,174,21,1,105.16,15.0
563,174,50,2,285.18,0.0
564,175,75,4,221.22,10.0
565,175,9,4,793.71,0.0
566,175,346,1,251.44,0.0
567,176,20,2,787.84,0.0
568,176,23,4,560.36,10.0
569,176,128,2,584.56,0.0
570,177,136,4,791.15,0.0
571,177,16,1,240.93,5.0
572,178,21,4,105.16,0.0
573,179,27,1,738.22,5.0
574,179,6,3,335.15,10.0
575,179,38,1,219.55,0.0
576,180,47,2,801.63,15.0
577,180,10,2,223.15,5.0
578,180,61,1,384.59,10.0
579,180,140,1,279.99,5.0
580,181,25,4,84.51,15.0
581,181,2,3,886.2,0.0
582,182,3,2,490.21,0.0
583,182,20,2,787.84,0.0
584,182,122,4,556.0,0.0
585,182,118,4,917.35,15.0
586,183,7,1,860.34,15.0
587,183,8,3,999.0,15.0
588,184,30,2,484.66,10.0
589,184,13,4,644.25,15.0
590,184,123,4,22.52,10.0
591,184,135,3,634.19,0.0
592,184,111,4,68.25,0.0
593,185,147,2,568.89,10.0
594,186,4,1,178.89,5.0
595,186,23,1,560.36,0.0
596,187,46,4,69.12,10.0
597,187,49,3,190.23,0.0
598,188,20,3,787.84,5.0
599,189,15,3,482.46,5.0
600,190,117,4,1061.3,10.0
601,190,26,1,947.85,10.0
602,191,18,3,666.34,10.0
603,191,138,2,599.55,0.0
604,191,105,4,150.27,0.0
605,191,135,4,634.19,5.0
606,192,16,2,240.93,15.0
607,192,28,1,172.41,0.0
608,192,35,4,34.3,0.0
609,192,20,1,787.84,15.0
610,193,73,4,552.8,5.0
611,193,101,1,897.92,5.0
612,194,109,3,55.68,10.0
613,194,14,4,49.05,0.0
614,194,57,1,172.61,10.0
615,194,18,2,666.34,0.0
616,195,160,2,566.96,10.0
617,195,30,4,484.66,0.0
618,195,117,2,1061.3,10.0
619,195,3,1,490.21,15.0
620,196,163,3,824.38,0.0
621,196,58,2,560.18,0.0
622,196,272,1,667.65,0.0
623,196,5,4,837.06,0.0
624,197,16,2,240.93,10.0
625,197,63,2,251.84,0.0
626,197,2,4,886.2,0.0
627,197,102,3,453.67,0.0
628,198,27,4,738.22,10.0
629,198,17,2,541.8,15.0
630,199,63,4,251.84,0.0
631,199,119,1,951.27,0.0
632,199,22,4,1002.21,15.0
633,200,1,4,932.49,0.0
634,201,147,1,568.89,0.0
635,202,2,1,886.2,10.0
636,203,27,2,738.22,15.0
637,203,60,1,977.76,15.0
638,203,135,2,634.19,15.0
639,204,25,1,84.51,0.0
640,204,146,4,460.89,0.0
641,204,26,1,947.85,0.0
642,204,63,2,251.84,5.0
643,204,1,3,932.49,10.0
644,205,27,2,738.22,10.0
645,205,117,3,1061.3,0.0
646,205,135,2,634.19,0.0
647,205,60,3,977.76,15.0
648,205,9,1,793.71,0.0
649,206,107,2,309.0,10.0
650,207,298,3,872.38,10.0
651,207,24,4,894.83,0.0
652,208,61,2,384.59,15.0
653,208,11,4,712.22,0.0
654,208,65,2,572.66,0.0
655,208,70,3,638.02,0.0
656,208,118,3,917.35,0.0
657,209,46,3,69.12,15.0
658,209,38,1,219.55,15.0
659,209,18,1,666.34,0.0
660,209,15,2,482.46,0.0
661,210,25,4,84.51,5.0
662,210,26,3,947.85,10.0
663,210,8,2,999.0,0.0
664,211,96,1,363.3,0.0
665,211,2,4,886.2,0.0
666,212,5,3,837.06,0.0
667,212,6,2,335.15,5.0
668,212,130,1,309.51,15.0
669,212,88,1,1060.19,5.0
670,212,13,3,644.25,10.0
671,213,28,1,172.41,0.0
672,213,11,4,712.22,15.0
673,213,61,4,384.59,5.0
674,213,18,3,666.34,0.0
675,214,21,2,105.16,0.0
676,214,25,4,84.51,10.0
677,215,4,4,178.89,15.0
678,215,42,2,830.77,10.0
679,215,26,3,947.85,0.0
680,215,303,1,228.69,15.0
681,215,17,1,541.8,0.0
682,216,1,4,932.49,15.0
683,216,39,1,214.42,15.0
684,216,86,1,116.97,0.0
685,217,45,1,100.85,5.0
686,218,2,4,886.2,0.0
687,218,17,3,541.8,0.0
688,219,52,1,397.07,10.0
689,220,16,3,240.93,0.0
690,220,6,1,335.15,10.0
691,220,113,3,344.19,10.0
692,220,4,1,178.89,0.0
693,220,10,4,223.15,10.0
694,221,21,1,105.16,0.0
695,221,44,1,682.35,0.0
696,221,318,1,1140.84,10.0
697,221,139,2,717.02,15.0
698,222,18,2,666.34,0.0
699,222,65,1,572.66,0.0
700,222,219,3,765.5,15.0
701,222,27,2,738.22,0.0
702,222,68,3,587.46,0.0
703,223,87,4,647.56,0.0
704,224,16,4,240.93,15.0
705,224,67,3,360.64,15.0
706,225,61,2,384.59,10.0
707,226,86,4,116.97,0.0
708,226,12,1,343.92,0.0
709,226,148,2,811.61,10.0
710,226,39,2,214.42,10.0
711,227,16,1,240.93,0.0
712,227,27,3,738.22,10.0
713,227,122,3,556.0,10.0
714,228,135,3,634.19,0.0
715,228,12,2,343.92,0.0
716,228,74,1,278.75,10.0
717,229,26,4,947.85,0.0
718,229,29,1,165.09,10.0
719,229,97,1,393.5,10.0
720,230,77,4,892.23,5.0
721,231,15,1,482.46,10.0
722,231,18,2,666.34,15.0
723,232,8,4,999.0,0.0
724,232,79,3,481.49,5.0
725,232,293,2,546.96,0.0
726,233,68,3,587.46,10.0
727,233,256,4,964.55,0.0
728,234,64,4,343.0,10.0
729,234,8,1,999.0,10.0
730,234,30,4,484.66,0.0
731,235,41,2,911.57,5.0
732,235,327,2,238.54,15.0
733,235,114,4,402.62,15.0
734,236,46,1,69.12,15.0
735,236,68,2,587.46,10.0
736,236,22,2,1002.21,0.0
737,236,12,2,343.92,15.0
738,236,13,3,644.25,0.0
739,237,39,4,214.42,5.0
740,237,85,3,495.22,0.0
741,237,106,1,103.98,0.0
742,238,19,1,620.97,0.0
743,238,75,1,221.22,0.0
744,238,24,2,894.83,0.0
745,238,12,1,343.92,5.0
746,239,26,3,947.85,10.0
747,239,2,4,886.2,0.0
748,240,70,3,638.02,0.0
749,240,86,4,116.97,0.0
750,240,14,1,49.05,0.0
751,240,11,4,712.22,15.0
752,240,218,3,920.02,10.0
753,241,10,1,223.15,10.0
754,242,29,1,165.09,0.0
755,242,71,3,586.0,0.0
756,242,3,1,490.21,0.0
757,242,99,4,299.56,5.0
758,242,11,1,712.22,0.0
759,243,93,3,80.9,5.0
760,243,145,2,242.86,15.0
761,243,91,1,466.96,0.0
762,243,226,2,872.04,0.0
763,244,42,4,830.77,0.0
764,245,30,4,484.66,0.0
765,245,345,1,663.02,0.0
766,245,24,2,894.83,15.0
767,245,48,2,158.88,0.0
768,246,29,1,165.09,15.0
769,246,65,2,572.66,5.0
770,246,1,1,932.49,15.0
771,246,167,2,786.15,5.0
772,247,47,4,801.63,5.0
773,247,117,4,1061.3,5.0
774,248,4,4,178.89,5.0
775,248,22,3,1002.21,15.0
776,249,7,3,860.34,15.0
777,249,19,2,620.97,0.0
778,249,84,1,59.64,10.0
779,249,9,3,793.71,15.0
780,250,147,1,568.89,10.0
781,250,191,4,881.86,0.0
782,251,144,2,1039.72,10.0
783,251,59,2,151.81,0.0
784,251,219,4,765.5,10.0
785,252,27,1,738.22,0.0
786,253,332,3,536.89,10.0
787,254,9,3,793.71,0.0
788,255,2,3,886.2,0.0
789,255,7,3,860.34,0.0
790,255,35,2,34.3,5.0
791,255,113,4,344.19,5.0
792,256,12,2,343.92,0.0
793,257,78,3,90.47,15.0
794,257,53,4,157.68,15.0
795,257,25,3,84.51,15.0
796,257,29,4,165.09,0.0
797,258,5,1,837.06,0.0
798,258,41,4,911.57,0.0
799,258,1,2,932.49,15.0
800,259,13,3,644.25,0.0
801,260,23,2,560.36,10.0
802,260,269,3,1018.77,0.0
803,260,139,1,717.02,0.0
804,260,41,4,911.57,0.0
805,261,325,4,184.56,5.0
806,261,289,1,19.17,0.0
807,261,19,2,620.97,15.0
808,261,30,4,484.66,15.0
809,261,56,3,357.96,0.0
810,262,9,2,793.71,0.0
811,262,54,2,38.42,15.0
812,263,50,4,285.18,0.0
813,263,29,3,165.09,0.0
814,263,37,4,293.87,5.0
815,263,20,2,787.84,5.0
816,264,14,3,49.05,0.0
817,264,62,4,109.51,0.0
818,265,48,3,158.88,0.0
819,265,25,1,84.51,0.0
820,265,4,2,178.89,0.0
821,265,102,1,453.67,10.0
822,265,113,3,344.19,5.0
823,266,216,1,605.5,5.0
824,266,146,1,460.89,15.0
825,267,16,2,240.93,0.0
826,267,13,4,644.25,0.0
827,268,60,1,977.76,0.0
828,268,10,4,223.15,0.0
829,268,64,4,343.0,0.0
830,269,62,4,109.51,0.0
831,269,116,1,459.33,5.0
832,270,20,2,787.84,0.0
833,270,25,1,84.51,0.0
834,271,108,4,73.32,10.0
835,272,30,2,484.66,15.0
836,272,103,4,278.21,0.0
837,272,88,4,1060.19,0.0
838,272,60,4,977.76,15.0
839,273,6,2,335.15,0.0
840,273,120,1,832.64,0.0
841,273,77,4,892.23,5.0
842,273,19,4,620.97,15.0
843,274,3,2,490.21,15.0
844,274,75,4,221.22,0.0
845,275,289,3,19.17,5.0
846,275,134,1,640.94,10.0
847,275,9,2,793.71,15.0
848,275,71,3,586.0,5.0
849,276,8,4,999.0,0.0
850,276,121,2,878.7,5.0
851,276,12,1,343.92,0.0
852,276,11,4,712.22,0.0
853,276,71,3,586.0,10.0
854,277,96,3,363.3,10.0
855,277,87,1,647.56,15.0
856,278,120,2,832.64,10.0
857,278,10,2,223.15,15.0
858,278,2,2,886.2,0.0
859,279,39,2,214.42,0.0
860,279,219,1,765.5,5.0
861,279,135,4,634.19,5.0
862,279,315,1,936.62,0.0
863,279,28,1,172.41,0.0
864,280,23,2,560.36,0.0
865,280,22,1,1002.21,0.0
866,281,75,1,221.22,0.0
867,281,130,3,309.51,5.0
868,282,191,2,881.86,0.0
